,original_name,release_date,genres,overview,total_views,popularity,vote_average,vote_count,content
142,Glory Road,2006,Drama History,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",77,12.413,7.5,595,"Drama History2006In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship."
143,Teenage Mutant Ninja Turtles,2014,Comedy Action Adventure Science Fiction,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",944,161.253,5.9,5970,"Comedy Action Adventure Science Fiction2014When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."
144,Lights Out,2016,Mystery Horror Thriller,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",1189,34.128,6.3,3342,"Mystery Horror Thriller2016Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother."
145,How Do You Know,2010,Comedy Drama Romance,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",1221,12.738,5.3,796,"Comedy Drama Romance2010After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau."
146,Phoenix Forgotten,2017,Mystery Horror Science Fiction,"20 years after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that night has been discovered, chronicling the final hours of their fateful expedition.",1558,13.021,6.0,226,"Mystery Horror Science Fiction201720 years after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that night has been discovered, chronicling the final hours of their fateful expedition."
147,Wilson,2017,Comedy Drama,"Middle-aged and divorced, Wilson finds himself lonely, smug, and obsessed with his past.",521,9.551,6.0,310,"Comedy Drama2017Middle-aged and divorced, Wilson finds himself lonely, smug, and obsessed with his past."
148,The Maze Runner,2014,Mystery Action Science Fiction Thriller,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",1065,190.864,7.2,14869,"Mystery Action Science Fiction Thriller2014Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape."
149,Mike and Dave Need Wedding Dates,2016,Comedy,"Mike and Dave are young, adventurous, fun-loving brothers who tend to get out of control at family gatherings. When their sister Jeanie reveals her Hawaiian wedding plans, the rest of the Stangles insist that the brothers bring respectable dates. After placing an ad on Craigslist, the siblings decide to pick Tatiana and Alice, two charming and seemingly normal women. Once they arrive on the island, however, Mike and Dave realize that their companions are ready to get wild and party.",707,27.17,6.1,2210,"Comedy2016Mike and Dave are young, adventurous, fun-loving brothers who tend to get out of control at family gatherings. When their sister Jeanie reveals her Hawaiian wedding plans, the rest of the Stangles insist that the brothers bring respectable dates. After placing an ad on Craigslist, the siblings decide to pick Tatiana and Alice, two charming and seemingly normal women. Once they arrive on the island, however, Mike and Dave realize that their companions are ready to get wild and party."
150,The Raven,2012,Crime Mystery Thriller,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",1196,30.66,6.3,1119,"Crime Mystery Thriller2012A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories."
151,Machete Kills,2013,Crime Action Thriller,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,1295,23.419,5.6,1615,Crime Action Thriller2013Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.
152,Carrie,2002,Drama Horror TV Movie,"Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both classmates at her school, and her own religious, but abusive, mother.",1404,61.484,6.1,376,"Drama Horror TV Movie2002Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both classmates at her school, and her own religious, but abusive, mother."
153,Secrets of Deception,2017,Crime Drama Action Thriller,"After a man discovers his young wife is cheating on him with a neighborhood boy, he goes down a dangerous path of revenge & destruction.",790,3.71,7.6,6,"Crime Drama Action Thriller2017After a man discovers his young wife is cheating on him with a neighborhood boy, he goes down a dangerous path of revenge & destruction."
154,Ice Age: Dawn of the Dinosaurs,2009,Animation Comedy Family Adventure,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",451,103.324,6.7,7075,"Animation Comedy Family Adventure2009Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs."
